潮汕频道,#genre#
汕头综合,https://stream1.freetv.fun/e1cc53d1a833a226cb39402da54732272aa5e9f0b60e295a6546ac7c2e4b3141.ctv
汕头综合,https://stream1.freetv.fun/c7687df3806e30e6b288215e1a4c17759e4aff003653394402b885814b223348.ctv
汕头综合,https://stream1.freetv.fun/cdf64bf08ac852913d8ab8d6a9a392d2cb832089984a7f7d1aecf63d5c64c5ff.ctv
汕头综合,https://stream1.freetv.fun/ecd70bd486bb000d70807b25597ebaad4185287408555fbd0be6a1dc553ae2e7.ctv
汕头经济生活,http://106.111.244.23:3000/udp/239.253.43.43:5146
汕头经济生活,http://106.111.244.23:3000/udp/239.253.43.46:5146
汕头经济生活,http://106.111.244.23:3000/udp/239.77.1.131:5146
汕头经济生活,http://113.66.229.117:8848/udp/239.253.43.43:5146
汕头经济生活,http://113.66.229.117:8848/udp/239.253.43.46:5146
汕头经济生活,http://113.66.229.117:8848/udp/239.77.1.131:5146
汕头经济生活,http://183.7.109.93:8088/udp/239.253.43.43:5146
汕头经济生活,http://183.7.109.93:8088/udp/239.253.43.46:5146
汕头经济生活,http://183.7.109.93:8088/udp/239.77.1.131:5146
汕头经济生活,http://59.42.100.111:4022/udp/239.253.43.43:5146
汕头经济生活,http://59.42.100.111:4022/udp/239.253.43.46:5146
汕头经济生活,http://59.42.100.111:4022/udp/239.77.1.131:5146
汕头经济生活,http://113.65.9.61:4014/udp/239.253.43.43:5146
汕头经济生活,http://113.65.9.61:4014/udp/239.253.43.46:5146
汕头经济生活,http://113.65.9.61:4014/udp/239.77.1.131:5146
汕头经济生活,http://58.63.66.240:8888/udp/239.253.43.43:5146
汕头经济生活,http://58.63.66.240:8888/udp/239.253.43.46:5146
汕头经济生活,http://58.63.66.240:8888/udp/239.77.1.131:5146
汕头经济生活,http://61.144.101.109:8090/udp/239.253.43.43:5146
汕头经济生活,http://61.144.101.109:8090/udp/239.253.43.46:5146
汕头经济生活,http://61.144.101.109:8090/udp/239.77.1.131:5146
汕头经济生活,http://119.145.76.245:10000/udp/239.253.43.43:5146
汕头经济生活,http://119.145.76.245:10000/udp/239.253.43.46:5146
汕头经济生活,http://119.145.76.245:10000/udp/239.77.1.131:5146
汕头经济生活,http://14.145.128.28:4022/udp/239.253.43.43:5146
汕头经济生活,http://14.145.128.28:4022/udp/239.253.43.46:5146
汕头经济生活,http://14.145.128.28:4022/udp/239.77.1.131:5146
汕头经济生活,http://58.62.234.242:10000/udp/239.253.43.43:5146
汕头经济生活,http://58.62.234.242:10000/udp/239.253.43.46:5146
汕头经济生活,http://58.62.234.242:10000/udp/239.77.1.131:5146
汕头经济生活,http://113.111.16.104:8888/udp/239.253.43.43:5146
汕头经济生活,http://113.111.16.104:8888/udp/239.253.43.46:5146
汕头经济生活,http://113.111.16.104:8888/udp/239.77.1.131:5146
汕头经济生活,http://113.111.17.180:8888/udp/239.253.43.43:5146
汕头经济生活,http://113.111.17.180:8888/udp/239.253.43.46:5146
汕头经济生活,http://113.111.17.180:8888/udp/239.77.1.131:5146
汕头经济生活,http://125.94.180.231:8686/udp/239.253.43.43:5146
汕头经济生活,http://125.94.180.231:8686/udp/239.253.43.46:5146
汕头经济生活,http://125.94.180.231:8686/udp/239.77.1.131:5146
汕头经济生活,http://14.153.161.74:8888/udp/239.253.43.43:5146
汕头经济生活,http://14.153.161.74:8888/udp/239.253.43.46:5146
汕头经济生活,http://14.153.161.74:8888/udp/239.77.1.131:5146
汕头经济生活,http://183.15.121.8:9000/udp/239.253.43.43:5146
汕头经济生活,http://183.15.121.8:9000/udp/239.253.43.46:5146
汕头经济生活,http://183.15.121.8:9000/udp/239.77.1.131:5146
汕头经济生活,https://stream1.freetv.fun/9a62ed2c2ed0697b2c435033666b2f99a0aec78f4926b419693229669133f63d.ctv
汕头经济生活,http://14.112.86.101:4022/udp/239.77.1.131:5146
汕头经济生活,http://14.112.86.101:4022/udp/239.253.43.47:5146
汕头经济生活,http://183.7.107.140:8088/udp/239.77.1.131:5146
汕头经济生活,http://183.7.107.140:8088/udp/239.253.43.47:5146
汕头经济生活,http://116.22.254.193:9999/udp/239.77.1.131:5146
汕头经济生活,http://116.22.254.193:9999/udp/239.253.43.47:5146
汕头经济生活,http://116.28.99.104:10001/udp/239.77.1.131:5146
汕头经济生活,http://116.28.99.104:10001/udp/239.253.43.47:5146
汕头文旅体育,http://106.111.244.23:3000/udp/239.253.43.44:5146
汕头文旅体育,http://106.111.244.23:3000/udp/239.253.43.47:5146
汕头文旅体育,http://106.111.244.23:3000/udp/239.77.1.132:5146
汕头文旅体育,http://183.7.109.93:8088/udp/239.253.43.44:5146
汕头文旅体育,http://183.7.109.93:8088/udp/239.253.43.47:5146
汕头文旅体育,http://183.7.109.93:8088/udp/239.77.1.132:5146
汕头文旅体育,http://113.65.9.61:4014/udp/239.253.43.44:5146
汕头文旅体育,http://113.65.9.61:4014/udp/239.253.43.47:5146
汕头文旅体育,http://113.65.9.61:4014/udp/239.77.1.132:5146
汕头文旅体育,http://58.63.66.240:8888/udp/239.253.43.44:5146
汕头文旅体育,http://58.63.66.240:8888/udp/239.253.43.47:5146
汕头文旅体育,http://58.63.66.240:8888/udp/239.77.1.132:5146
汕头文旅体育,http://61.144.101.109:8090/udp/239.253.43.44:5146
汕头文旅体育,http://61.144.101.109:8090/udp/239.253.43.47:5146
汕头文旅体育,http://61.144.101.109:8090/udp/239.77.1.132:5146
汕头文旅体育,http://59.42.100.111:4022/udp/239.253.43.44:5146
汕头文旅体育,http://59.42.100.111:4022/udp/239.253.43.47:5146
汕头文旅体育,http://59.42.100.111:4022/udp/239.77.1.132:5146
汕头文旅体育,http://113.66.229.117:8848/udp/239.253.43.44:5146
汕头文旅体育,http://113.66.229.117:8848/udp/239.253.43.47:5146
汕头文旅体育,http://113.66.229.117:8848/udp/239.77.1.132:5146
汕头文旅体育,http://119.145.76.245:10000/udp/239.253.43.44:5146
汕头文旅体育,http://119.145.76.245:10000/udp/239.253.43.47:5146
汕头文旅体育,http://119.145.76.245:10000/udp/239.77.1.132:5146
汕头文旅体育,http://14.145.128.28:4022/udp/239.253.43.44:5146
汕头文旅体育,http://14.145.128.28:4022/udp/239.253.43.47:5146
汕头文旅体育,http://14.145.128.28:4022/udp/239.77.1.132:5146
汕头文旅体育,http://58.62.234.242:10000/udp/239.253.43.44:5146
汕头文旅体育,http://58.62.234.242:10000/udp/239.253.43.47:5146
汕头文旅体育,http://58.62.234.242:10000/udp/239.77.1.132:5146
汕头文旅体育,http://113.111.16.104:8888/udp/239.253.43.44:5146
汕头文旅体育,http://113.111.16.104:8888/udp/239.253.43.47:5146
汕头文旅体育,http://113.111.16.104:8888/udp/239.77.1.132:5146
汕头文旅体育,http://113.111.17.180:8888/udp/239.253.43.44:5146
汕头文旅体育,http://113.111.17.180:8888/udp/239.253.43.47:5146
汕头文旅体育,http://113.111.17.180:8888/udp/239.77.1.132:5146
汕头文旅体育,http://125.94.180.231:8686/udp/239.253.43.44:5146
汕头文旅体育,http://125.94.180.231:8686/udp/239.253.43.47:5146
汕头文旅体育,http://125.94.180.231:8686/udp/239.77.1.132:5146
汕头文旅体育,http://14.153.161.74:8888/udp/239.253.43.44:5146
汕头文旅体育,http://14.153.161.74:8888/udp/239.253.43.47:5146
汕头文旅体育,http://14.153.161.74:8888/udp/239.77.1.132:5146
汕头文旅体育,http://183.15.121.8:9000/udp/239.253.43.44:5146
汕头文旅体育,http://183.15.121.8:9000/udp/239.253.43.47:5146
汕头文旅体育,http://183.15.121.8:9000/udp/239.77.1.132:5146
汕头文旅体育,http://14.112.86.101:4022/udp/239.77.1.132:5146
汕头文旅体育,http://14.112.86.101:4022/udp/239.253.43.47:5146
汕头文旅体育,http://183.7.107.140:8088/udp/239.77.1.132:5146
汕头文旅体育,http://183.7.107.140:8088/udp/239.253.43.47:5146
汕头文旅体育,http://116.22.254.193:9999/udp/239.77.1.132:5146
汕头文旅体育,http://116.22.254.193:9999/udp/239.253.43.47:5146
汕头文旅体育,http://116.28.99.104:10001/udp/239.253.43.47:5146
汕头文旅体育,http://116.28.99.104:10001/udp/239.77.1.132:5146
汕头综合,https://stream1.freetv.fun/c31740c7b4676312bcb9533748e7b3c6f4dd987c85caccc1dd6e5632363f6d2c.m3u8
汕头综合,https://stream1.freetv.fun/9585bd251ceb89ed89a45812f120781dac9ddc1ce6c46699a762801c7d48c728.m3u8
汕头综合,https://stream1.freetv.fun/bafd48d6c8c4bcd8c381185a2bfe78a0d620d9975ad3135286d6a27a81bbd042.m3u8
汕头综合,https://stream1.freetv.fun/d0c36c88a6f7cd3334f0b600aa9cabbf45ea00db1b13abd0380557230cc2c911.m3u8
汕头综合,https://stream1.freetv.fun/be5ce7d687ea1aba7bab0e0bcab040d830a3a0ebc2808f230df3d2c522af1c58.m3u8
岭南戏曲,http://113.65.9.61:4014/udp/239.77.0.16:5146
岭南戏曲,http://58.63.66.240:8888/udp/239.77.0.16:5146
岭南戏曲,http://61.144.101.109:8090/udp/239.77.0.16:5146
岭南戏曲,http://113.111.16.104:8888/udp/239.77.0.16:5146
岭南戏曲,http://113.111.17.180:8888/udp/239.77.0.16:5146
岭南戏曲,http://125.94.180.231:8686/udp/239.77.0.16:5146
岭南戏曲,http://14.153.161.74:8888/udp/239.77.0.16:5146
岭南戏曲,http://183.15.121.8:9000/udp/239.77.0.16:5146
岭南戏曲,http://14.112.86.101:4022/udp/239.77.0.16:5146
岭南戏曲,http://183.7.107.140:8088/udp/239.77.0.16:5146
岭南戏曲,http://116.22.254.193:9999/udp/239.77.0.16:5146
岭南戏曲,http://116.28.99.104:10001/udp/239.77.0.16:5146
揭阳生活,http://113.65.9.61:4014/udp/239.77.0.158:5146
揭阳生活,http://113.65.9.61:4014/udp/239.77.0.251:5146
揭阳生活,http://58.63.66.240:8888/udp/239.77.0.158:5146
揭阳生活,http://58.63.66.240:8888/udp/239.77.0.251:5146
揭阳生活,http://61.144.101.109:8090/udp/239.77.0.158:5146
揭阳生活,http://61.144.101.109:8090/udp/239.77.0.251:5146
揭阳生活,http://113.111.16.104:8888/udp/239.77.0.158:5146
揭阳生活,http://113.111.16.104:8888/udp/239.77.0.251:5146
揭阳生活,http://113.111.17.180:8888/udp/239.77.0.158:5146
揭阳生活,http://113.111.17.180:8888/udp/239.77.0.251:5146
揭阳生活,http://125.94.180.231:8686/udp/239.77.0.158:5146
揭阳生活,http://125.94.180.231:8686/udp/239.77.0.251:5146
揭阳生活,http://14.153.161.74:8888/udp/239.77.0.158:5146
揭阳生活,http://14.153.161.74:8888/udp/239.77.0.251:5146
揭阳生活,http://183.15.121.8:9000/udp/239.77.0.158:5146
揭阳生活,http://183.15.121.8:9000/udp/239.77.0.251:5146
揭阳生活,http://14.112.86.101:4022/udp/239.77.0.251:5146
揭阳生活,http://183.7.107.140:8088/udp/239.77.0.251:5146
揭阳生活,http://116.22.254.193:9999/udp/239.77.0.251:5146
揭阳生活,http://116.28.99.104:10001/udp/239.77.0.251:5146
揭阳综合,http://113.65.9.61:4014/udp/239.77.0.157:5146
揭阳综合,http://113.65.9.61:4014/udp/239.77.0.229:5146
揭阳综合,http://58.63.66.240:8888/udp/239.77.0.157:5146
揭阳综合,http://58.63.66.240:8888/udp/239.77.0.229:5146
揭阳综合,http://61.144.101.109:8090/udp/239.77.0.157:5146
揭阳综合,http://61.144.101.109:8090/udp/239.77.0.229:5146
揭阳综合,http://113.111.16.104:8888/udp/239.77.0.157:5146
揭阳综合,http://113.111.16.104:8888/udp/239.77.0.229:5146
揭阳综合,http://113.111.17.180:8888/udp/239.77.0.157:5146
揭阳综合,http://113.111.17.180:8888/udp/239.77.0.229:5146
揭阳综合,http://125.94.180.231:8686/udp/239.77.0.157:5146
揭阳综合,http://125.94.180.231:8686/udp/239.77.0.229:5146
揭阳综合,http://14.153.161.74:8888/udp/239.77.0.157:5146
揭阳综合,http://14.153.161.74:8888/udp/239.77.0.229:5146
揭阳综合,http://183.15.121.8:9000/udp/239.77.0.157:5146
揭阳综合,http://183.15.121.8:9000/udp/239.77.0.229:5146
广视课堂 初一,http://113.65.9.61:4014/udp/239.253.43.89:5146
广视课堂 初一,http://58.63.66.240:8888/udp/239.253.43.89:5146
广视课堂 初一,http://61.144.101.109:8090/udp/239.253.43.89:5146
广视课堂 初三,http://113.65.9.61:4014/udp/239.253.43.91:5146
广视课堂 初三,http://58.63.66.240:8888/udp/239.253.43.91:5146
广视课堂 初三,http://61.144.101.109:8090/udp/239.253.43.91:5146
广视课堂 初二,http://113.65.9.61:4014/udp/239.253.43.90:5146
广视课堂 初二,http://58.63.66.240:8888/udp/239.253.43.90:5146
广视课堂 初二,http://61.144.101.109:8090/udp/239.253.43.90:5146
广视课堂 小学一,http://113.65.9.61:4014/udp/239.253.43.76:5146
广视课堂 小学一,http://58.63.66.240:8888/udp/239.253.43.76:5146
广视课堂 小学一,http://61.144.101.109:8090/udp/239.253.43.76:5146
广视课堂 小学三,http://113.65.9.61:4014/udp/239.253.43.78:5146
广视课堂 小学三,http://58.63.66.240:8888/udp/239.253.43.78:5146
广视课堂 小学三,http://61.144.101.109:8090/udp/239.253.43.78:5146
广视课堂 小学二,http://113.65.9.61:4014/udp/239.253.43.77:5146
广视课堂 小学二,http://58.63.66.240:8888/udp/239.253.43.77:5146
广视课堂 小学二,http://61.144.101.109:8090/udp/239.253.43.77:5146
广视课堂 小学五,http://113.65.9.61:4014/udp/239.253.43.80:5146
广视课堂 小学五,http://58.63.66.240:8888/udp/239.253.43.80:5146
广视课堂 小学五,http://61.144.101.109:8090/udp/239.253.43.80:5146
广视课堂 小学六,http://113.65.9.61:4014/udp/239.253.43.81:5146
广视课堂 小学六,http://58.63.66.240:8888/udp/239.253.43.81:5146
广视课堂 小学六,http://61.144.101.109:8090/udp/239.253.43.81:5146
广视课堂 小学四,http://113.65.9.61:4014/udp/239.253.43.79:5146
广视课堂 小学四,http://58.63.66.240:8888/udp/239.253.43.79:5146
广视课堂 小学四,http://61.144.101.109:8090/udp/239.253.43.79:5146
广视课堂 高一,http://113.65.9.61:4014/udp/239.253.43.92:5146
广视课堂 高一,http://58.63.66.240:8888/udp/239.253.43.92:5146
广视课堂 高一,http://61.144.101.109:8090/udp/239.253.43.92:5146
广视课堂 高二,http://113.65.9.61:4014/udp/239.253.43.93:5146
广视课堂 高二,http://58.63.66.240:8888/udp/239.253.43.93:5146
广视课堂 高二,http://61.144.101.109:8090/udp/239.253.43.93:5146
嘉佳卡通,http://113.65.9.61:4014/udp/239.77.0.13:5146
嘉佳卡通,http://113.65.9.61:4014/udp/239.77.0.179:5146
嘉佳卡通,http://113.65.9.61:4014/udp/239.77.1.15:5146
嘉佳卡通,http://58.63.66.240:8888/udp/239.77.0.13:5146
嘉佳卡通,http://58.63.66.240:8888/udp/239.77.0.179:5146
嘉佳卡通,http://58.63.66.240:8888/udp/239.77.1.15:5146
嘉佳卡通,http://61.144.101.109:8090/udp/239.77.0.13:5146
嘉佳卡通,http://61.144.101.109:8090/udp/239.77.0.179:5146
嘉佳卡通,http://61.144.101.109:8090/udp/239.77.1.15:5146
嘉佳卡通,http://113.111.16.104:8888/udp/239.77.0.13:5146
嘉佳卡通,http://113.111.16.104:8888/udp/239.77.0.179:5146
嘉佳卡通,http://113.111.16.104:8888/udp/239.77.1.15:5146
嘉佳卡通,http://113.111.17.180:8888/udp/239.77.0.13:5146
嘉佳卡通,http://113.111.17.180:8888/udp/239.77.0.179:5146
嘉佳卡通,http://113.111.17.180:8888/udp/239.77.1.15:5146
嘉佳卡通,http://125.94.180.231:8686/udp/239.77.0.13:5146
嘉佳卡通,http://125.94.180.231:8686/udp/239.77.0.179:5146
嘉佳卡通,http://125.94.180.231:8686/udp/239.77.1.15:5146
嘉佳卡通,http://14.153.161.74:8888/udp/239.77.0.13:5146
嘉佳卡通,http://14.153.161.74:8888/udp/239.77.0.179:5146
嘉佳卡通,http://14.153.161.74:8888/udp/239.77.1.15:5146
嘉佳卡通,http://183.15.121.8:9000/udp/239.77.0.13:5146
嘉佳卡通,http://183.15.121.8:9000/udp/239.77.0.179:5146
嘉佳卡通,http://183.15.121.8:9000/udp/239.77.1.15:5146
南国都市 4K,http://113.65.9.61:4014/udp/239.253.43.99:5146
南国都市 4K,http://58.63.66.240:8888/udp/239.253.43.99:5146
南国都市 4K,http://61.144.101.109:8090/udp/239.253.43.99:5146
南国都市 4K,http://113.111.16.104:8888/udp/239.253.43.99:5146
南国都市 4K,http://113.111.17.180:8888/udp/239.253.43.99:5146
南国都市 4K,http://125.94.180.231:8686/udp/239.253.43.99:5146
南国都市 4K,http://14.153.161.74:8888/udp/239.253.43.99:5146
南国都市 4K,http://183.15.121.8:9000/udp/239.253.43.99:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.1.236:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.1.237:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.1.236:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.1.237:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.1.236:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.1.237:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.0.244:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.0.245:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.0.246:5146
广东综艺 4K,http://113.65.9.61:4014/udp/239.77.0.252:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.0.244:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.0.245:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.0.246:5146
广东综艺 4K,http://58.63.66.240:8888/udp/239.77.0.252:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.0.244:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.0.245:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.0.246:5146
广东综艺 4K,http://61.144.101.109:8090/udp/239.77.0.252:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.1.236:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.1.237:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.1.236:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.1.237:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.1.236:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.1.237:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.1.236:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.1.237:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.1.236:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.1.237:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.0.244:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.0.245:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.0.246:5146
广东综艺 4K,http://113.111.16.104:8888/udp/239.77.0.252:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.0.244:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.0.245:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.0.246:5146
广东综艺 4K,http://113.111.17.180:8888/udp/239.77.0.252:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.0.244:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.0.245:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.0.246:5146
广东综艺 4K,http://125.94.180.231:8686/udp/239.77.0.252:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.0.244:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.0.245:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.0.246:5146
广东综艺 4K,http://14.153.161.74:8888/udp/239.77.0.252:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.0.244:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.0.245:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.0.246:5146
广东综艺 4K,http://183.15.121.8:9000/udp/239.77.0.252:5146

///直播源本地路径：clan://localhost/ITVBox/tv/tvonline.txt
//直播源在线路径：http://itv.22m.top/ITVBox/tv/tvonline.txt
//diyp专用版epg：http://diyp1.112114.xyz/

//北京联通组播IP端口：coolcat.synology.me:4022
//河北联通组播IP端口：60.7.56.33:4000
//天津联通组播IP端口：ha.xushining.com:50000
//港澳频道token：631170156121436
//虎牙直播：http://huanqiuzhibo.cn/manifest/huya.php?id=
//斗鱼直播1线：http://zzy789.xyz/douyu1.php?id= 
//斗鱼直播2线：http://159.75.85.63:35455/douyu/ 

🇨🇳央视频道,#genre#
CCTV4K超高清,http://itv.22m.top/ITVBox/php/sdyd.php?id=0382 # http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000382/index.m3u8?IASHttpSessionId=$山东移动IPV6

//黑龙江移动IPV4
CCTV-1 综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$黑龙江移动IPV4
CCTV-2 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$黑龙江移动IPV4
CCTV-3 综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$黑龙江移动IPV4
CCTV-4 中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$黑龙江移动IPV4
CCTV-5 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$黑龙江移动IPV4
CCTV5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$黑龙江移动IPV4
CCTV-6 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$黑龙江移动IPV4
CCTV-7 国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$黑龙江移动IPV4
CCTV-8 电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$黑龙江移动IPV4
CCTV-9 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$黑龙江移动IPV4
CCTV-10 科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$黑龙江移动IPV4
CCTV-11 戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$黑龙江移动IPV4
CCTV-12 社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$黑龙江移动IPV4
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$黑龙江移动IPV4
CCTV-14 少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$黑龙江移动IPV4
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$黑龙江移动IPV4
CCTV-16 奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$黑龙江移动IPV4
CCTV-17 农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$黑龙江移动IPV4

//咪咕TV
CCTV-1 综合, https://api.livednow.org/migu/608807420?sign=gAAAAABnJcJqONXJva4TySqKVwkHLHby6Ne_WRDndhTk_GS6KA-nBZI-nPc8RaYfnLJYnZOi1_gpZX90FSquN6BF0XzcOnsBN41Kfi9k-GihR8VqmFvGDaU3-w7RPpKH_jQp1rc5eqRkG97TL1ZanN0d0KISy_vT_x2wMEchVQyRwJVbcr-5Q8MDl1WIvSdo9b0tlPwCujaaYIRxzFT-4iEr-NoUcuO0hw%3D%3D$咪咕TV
